num,title,authors,venue,year
2168,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,"Dimitris Papadias, Timos K. Sellis, Yannis Theodoridis, Max J. Egenhofer",SIGMOD Conference,1995
2169,Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,"Bernhard Zeller, Alfons Kemper",VLDB,2002
2170,An Annotated Bibliography on Active Databases,"Johann Christoph Freytag, Ulrike Jaeger",SIGMOD Record,1995
2171,Optimizing View Queries in ROLEX to Support Navigable Result Trees,"Pradeep Shenoy, Philip Bohannon, P. P. S. Narayan, Henry F. Korth, Sumit Ganguly",VLDB,2002
2172,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim",VLDB,1999
2173,OFL: A Functional Execution Model for Object Query Languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",SIGMOD Conference,1995
2174,"Information Visualization, Guest Editors' Foreword","Tiziana Catarci, Isabel F. Cruz",SIGMOD Record,1996
2175,A Critique of ANSI SQL Isolation Levels,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray",SIGMOD Conference,1995
2176,Issues and Evaluations of Caching Solutions for Web Application Acceleration,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Sel�uk Candan",VLDB,2002
2177,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",SIGMOD Record,2000
2178,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"Jochen Doppelhammer, Donald Kossmann, Thomas H�ppler, Alfons Kemper",SIGMOD Conference,1997
2179,Advances in Real-Time Database Systems Research,Azer Bestavros,SIGMOD Record,1996
2180,OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,"David J. DeWitt, Navin Kabra",VLDB J.,1999
2181,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,VLDB,1999
2182,Standards in Practice,"Jim Melton, Andrew Eisenberg",SIGMOD Record,1998
2183,Dal�: A High Performance Main Memory Storage Manager,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",VLDB,1994
2184,OdeFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, William D. Roome, H. V. Jagadish",VLDB,1994
2185,"Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases",Leonid Libkin,SIGMOD Record,1999
2186,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Sin Yeung Lee, Tok Wang Ling",VLDB,1996
2187,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet",VLDB,1999
2188,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,VLDB,1996
2189,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Raymond T. Ng, Edwin M. Knorr",VLDB,1998
2190,Automating physical database design in a parallel database,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo",SIGMOD Conference,2002
2191,Fast Time Sequence Indexing for Arbitrary Lp Norms,"Christos Faloutsos, Byoung-Kee Yi",VLDB,2000
2192,On the Issue of Valid Time(s) in Temporal Databases,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",SIGMOD Record,1995
2193,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Jennifer Widom, Elena Baralis",VLDB,1994
2194,A Formal Perspective on the View Selection Problem,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",VLDB,2001
2195,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",SIGMOD Record,1999
2196,Concurrency and Recovery in Generalized Search Trees,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",SIGMOD Conference,1997
2197,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,"S. Sudarshan, Arvind Hulgeri",VLDB,2002
2198,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001
2199,Editor's (Farewell) Notes,Arie Segev,SIGMOD Record,1995
2200,Histogram-Based Approximation of Set-Valued Query-Answers,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1999
2201,To Weave the Web,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",VLDB,1997
2202,The Oracle Universal Server Buffer,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",VLDB,1997
2203,Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald",VLDB,2001
2204,Editor's Notes,Ling Liu,SIGMOD Record,2001
2205,Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral �zsoyoglu",VLDB J.,1998
2206,Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet",VLDB,1995
2207,Middle-tier database caching for e-business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002
2208,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,VLDB,1998
2209,An Adaptive Data Replication Algorithm,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",ACM Trans. Database Syst.,1997
2210,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997
2211,Generalized Search Trees for Database Systems,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",VLDB,1995
2212,Editor's Notes,Jennifer Widom,SIGMOD Record,1995
2213,Fast-Start: Quick Fault Recovery in Oracle,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri",SIGMOD Conference,2001
2214,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt",SIGMOD Conference,1997
2215,"Announcements from NSF, NASA, and Elsewhere",Xiaolei Qian,SIGMOD Record,1994
2216,Fractal prefetching B�Trees: optimizing both cache and disk performance,"Phillip B. Gibbons, Gary Valentin, Todd C. Mowry, Shimin Chen",SIGMOD Conference,2002
2217,Schema Mapping as Query Discovery,"Ren�e J. Miller, Mauricio A. Hern�ndez, Laura M. Haas",VLDB,2000
2218,Object-Oriented Features of DB2 Client/Server,Hamid Pirahesh,SIGMOD Conference,1994
2219,The n-Tier Hub Technology,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",SIGMOD Record,2002
2220,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,William W. Cohen,SIGMOD Conference,1998
2221,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Conference,1998
2222,Performance Tradeoffs for Client-Server Query Processing,"Donald Kossmann, Michael J. Franklin, Bj�rn ��r J�nsson",SIGMOD Conference,1996
2223,Selective information dissemination in P2P networks: problems and solutions,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",SIGMOD Record,2003
2224,Self-tuning Histograms: Building Histograms Without Looking at Data,"Surajit Chaudhuri, Ashraf Aboulnaga",SIGMOD Conference,1999
2225,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",SIGMOD Record,1997
2226,DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler,VLDB,2001
2227,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"S. Muthukrishnan, Nick Koudas, Piotr Indyk",VLDB,2000
2228,Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu",SIGMOD Conference,2003
2229,OBK - An Online High Energy Physics' Meta-Data Repository,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer",VLDB,2002
2230,"Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme, Algorithms, and Visualization","Shinichi Morishita, Yasuhiko Morimoto, Takeshi Tokuyama, Takeshi Fukuda",SIGMOD Conference,1996
2231,A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",VLDB,1994
2232,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, Fran�ois Bry",VLDB,2003
2233,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998
2234,An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger",VLDB,2001
2235,Scientific OLAP for the Biotech Domain,Nam Huyn,VLDB,2001
2236,Privacy-Preserving Data Mining,"Ramakrishnan Srikant, Rakesh Agrawal",SIGMOD Conference,2000
2237,Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",SIGMOD Conference,2003
2238,Managing uncertainty in sensor database,"Sunil Prabhakar, Reynold Cheng",SIGMOD Record,2003
2239,Fault Tolerant Design of Multimedia Servers,"Richard R. Muntz, Leana Golubchik, Steven Berson",SIGMOD Conference,1995
2240,Edgar F. Codd: a tribute and personal memoir,C. J. Date,SIGMOD Record,2003
2241,New TPC Benchmarks for Decision Support and Web Commerce,"Meikel P�ss, Chris Floyd",SIGMOD Record,2000
2242,Energy and rate based MAC protocol for wireless sensor networks,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",SIGMOD Record,2003
2243,Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,"Clement T. Yu, Weiyi Meng, George Philip",VLDB,2003
2244,Searching on the Secondary Structure of Protein Sequences,"Jignesh M. Patel, Laurie Hammel",VLDB,2002
2245,Guest editor's introduction,Karl Aberer,SIGMOD Record,2003
2246,Efficient Concurrency Control for Broadcast Environments,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",SIGMOD Conference,1999
2247,Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1995
2248,Mobile Computing and Databases: Anything New?,"Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,1995
2249,Research issues for data communication in mobile ad-hoc network database systems,"Leslie D. Fife, Le Gruenwald",SIGMOD Record,2003
2250,Association Rules over Interval Data,"Ren�e J. Miller, Yuping Yang",SIGMOD Conference,1997
2251,XPath processing in a nutshell,"Reinhard Pichler, Christoph Koch, Georg Gottlob",SIGMOD Record,2003
2252,Location-based Spatial Queries,"Jun Zhang, Dimitris Papadias, Manli Zhu, Yufei Tao, Dik Lun Lee",SIGMOD Conference,2003
2253,Building and Customizing Data-Intensive Web Sites Using Weave,"Val�rie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",VLDB,2000
2254,STHoles: A Multidimensional Workload-Aware Histogram,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2001
2255,Contextualizing the Information Space in Federated Digital Libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",SIGMOD Record,1999
2256,A formal perspective on the view selection problem,"Rada Chirkova, Dan Suciu, Alon Y. Halevy",VLDB J.,2002
2257,Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995
2258,Industry Perspectives,Leonard J. Seligman,SIGMOD Record,1997
2259,Quotient Cube: How to Summarize the Semantics of a Data Cube,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",VLDB,2002
2260,Finding Generalized Projected Clusters In High Dimensional Spaces,"Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,2000
2261,Hector Garcia-Molina Speaks Out,Marianne Winslett,SIGMOD Record,2002
2262,Efficient Maintenance of Materialized Mediated Views,"James J. Lu, Guido Moerkotte, Joachim Sch�, V. S. Subrahmanian",SIGMOD Conference,1995
2263,Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersd�rfer, Matthias Nicola",VLDB,1995
2264,Supporting Procedural Constructs in SQL Compilers,Nelson Mendon�a Mattos,VLDB,1996
2265,The Zero Latency Enterprise,Dave Liles,VLDB,2000
2266,An environmental sensor network to determine drinking water quality and security,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small",SIGMOD Record,2003
2267,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano",ACM Trans. Database Syst.,2002
2268,Indexing Large Metric Spaces for Similarity Search Queries,"Z. Meral �zsoyoglu, Tolga Bozkaya",ACM Trans. Database Syst.,1999
2269,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"Carlotta Domeniconi, Vassilis J. Tsotras, George Kollios, Dimitrios Gunopulos",SIGMOD Conference,2000
2270,Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande,VLDB,2000
2271,VisDB: A System for Visualizing Large Databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995
2272,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang",VLDB,1998
2273,MPEG-7 Standard for Multimedia Databases,John R. Smith,SIGMOD Conference,2001
2274,On Effective Multi-Dimensional Indexing for Strings,"Nick Koudas, H. V. Jagadish, Divesh Srivastava",SIGMOD Conference,2000
2275,E-Commerce Database Issues and Experience,Anand Rajaraman,SIGMOD Conference,1999
2276,enTrans: A System for Flexible Consistency Maintenance in Directory Applications,"Anandi Herlekar, Atul Deopujari, Shaymsunder Gopale, Shridhar Shukla, Krithi Ramamritham",VLDB,2002
2277,The Design of an Acquisitional Query Processor For Sensor Networks,"Samuel Madden, Wei Hong, Joseph M. Hellerstein, Michael J. Franklin",SIGMOD Conference,2003
2278,Dynamic Sample Selection for Approximate Query Processing,"Gautam Das, Surajit Chaudhuri, Brian Babcock",SIGMOD Conference,2003
2279,Changing the Rules: Transformations for Rule-Based Optimizers,"Mitch Cherniack, Stanley B. Zdonik",SIGMOD Conference,1998
2280,Potter's Wheel: An Interactive Data Cleaning System,"Joseph M. Hellerstein, Vijayshankar Raman",VLDB,2001
2281,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,"Jens Teubner, Torsten Grust, Maurice van Keulen",VLDB,2003
2282,Near Neighbor Search in Large Metric Spaces,Sergey Brin,VLDB,1995
2283,Robust Estimation With Sampling and Approximate Pre-Aggregation,Chris Jermaine,VLDB,2003
2284,Jumping on the NII Bandwagon,Xiaolei Qian,SIGMOD Record,1994
2285,OminiSearch: A Method for Searching Dynamic Content on the Web,"Henrique Paques, Ling Liu, David Buttler, Calton Pu",SIGMOD Conference,2001
2286,Mid-tier caching: the TimesTen approach,Times-Ten Team,SIGMOD Conference,2002
2287,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso",VLDB,2000
2288,Engineering Federated Information Systems: Report of EFIS '99 Workshop,"F�lix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree",SIGMOD Record,1999
2289,Information Integration: The MOMIS Project Demonstration,"Michele Melchiori, Silvana Castano, G. Malvezzi, Domenico Beneventano, R. Guidetti, Alberto Corni, Sonia Bergamaschi, Maurizio Vincini",VLDB,2000
2290,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",SIGMOD Record,1996
2291,Florida International University High Performance Database Research Center,"Leonard Loureiro, Yi Deng, Carlos Ordonez 0002, Mario Sanchez, Cyril U. Orji, Wei Sun, Artyom Shaposhnikov, Naphtali Rishe, Michael Alexopoulos, David Barton",SIGMOD Record,1995
2292,Using Versions in Update Transactions: Application to Integrity Checking,"Dimitri Tombroff, Eric Simon, Fran�ois Llirbat",VLDB,1997
2293,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,"Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande",SIGMOD Conference,1997
2294,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",SIGMOD Record,1997
2295,Integrating Mining with Relational Database Systems: Alternatives and Implications,"Shiby Thomas, Rakesh Agrawal, Sunita Sarawagi",SIGMOD Conference,1998
2296,Min-Max Compression Methods for Medical Image Databases,"John M. Tyler, Kosmas Karadimitriou",SIGMOD Record,1997
2297,The Mariposa Distributed Database Management System,Jeff Sidell,SIGMOD Record,1996
2298,"O-O, What Have They Done to DB2?","Bennet Vance, Richard Swagerman, Michael J. Carey, Srinivasa Narayanan, Nelson Mendon�a Mattos, Donald D. Chamberlin, Doug Doole, Serge Rielau",VLDB,1999
2299,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,"Shamkant B. Navathe, Kiran J. Achyutuni, Edward Omiecinski",SIGMOD Conference,1996
2300,Query Engines for Web-Accessible XML Data,"Ramez Elmasri, Leonidas Fegaras",VLDB,2001
2301,Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System,"Elizabeth Hamel, Serge Bourbonnais, Bruce G. Lindsay, Tuong C. Truong, Chengfei Liu, Jens Stankiewitz",VLDB,2003
2302,An Internet-based negotiation server for e-commerce,"Joachim Hammer, Youzhong Liu, Chunbo Huang, Yihua Huang, Herman Lam, Liu Wang, Haifei Li, Stanley Y. W. Su, Charnyote Pluempitiwiriyawej, Minsoo Lee",VLDB J.,2001
